	fusion_id	fusion_id_lst
0	F00000001	F00000001
1	F00000001	F00000002
2	F00000001	F00000003
3	F00000001	F00000004
4	F00000001	F00000006
5	F00000001	F00000008
6	F00000001	F00000009
7	F00000001	F00000010
8	F00000002	F00000001
9	F00000002	F00000002
10	F00000002	F00000003
11	F00000002	F00000004
12	F00000002	F00000006
13	F00000002	F00000008
14	F00000002	F00000009
15	F00000002	F00000010
16	F00000003	F00000001
17	F00000003	F00000002
18	F00000003	F00000003
19	F00000003	F00000004
20	F00000003	F00000006
21	F00000003	F00000008
22	F00000003	F00000009
23	F00000003	F00000010
24	F00000004	F00000001
25	F00000004	F00000002
26	F00000004	F00000003
27	F00000004	F00000004
28	F00000004	F00000006
29	F00000004	F00000008
30	F00000004	F00000009
31	F00000004	F00000010
32	F00000005	F00000005
33	F00000005	F00000007
34	F00000006	F00000001
35	F00000006	F00000002
36	F00000006	F00000003
37	F00000006	F00000004
38	F00000006	F00000006
39	F00000006	F00000008
40	F00000006	F00000009
41	F00000006	F00000010
42	F00000007	F00000005
43	F00000007	F00000007
44	F00000008	F00000001
45	F00000008	F00000002
46	F00000008	F00000003
47	F00000008	F00000004
48	F00000008	F00000006
49	F00000008	F00000008
50	F00000008	F00000009
51	F00000008	F00000010
52	F00000009	F00000001
53	F00000009	F00000002
54	F00000009	F00000003
55	F00000009	F00000004
56	F00000009	F00000006
57	F00000009	F00000008
58	F00000009	F00000009
59	F00000009	F00000010
60	F00000010	F00000001
61	F00000010	F00000002
62	F00000010	F00000003
63	F00000010	F00000004
64	F00000010	F00000006
65	F00000010	F00000008
66	F00000010	F00000009
67	F00000010	F00000010
68	F00000011	F00000011
69	F00000011	F00000012
70	F00000011	F00000013
71	F00000011	F00000014
72	F00000011	F00000015
73	F00000011	F00000016
74	F00000011	F00000017
75	F00000011	F00000018
76	F00000011	F00000029
77	F00000012	F00000011
78	F00000012	F00000012
79	F00000012	F00000013
80	F00000012	F00000014
81	F00000012	F00000015
82	F00000012	F00000016
83	F00000012	F00000017
84	F00000012	F00000018
85	F00000012	F00000029
86	F00000013	F00000011
87	F00000013	F00000012
88	F00000013	F00000013
89	F00000013	F00000014
90	F00000013	F00000015
91	F00000013	F00000016
92	F00000013	F00000017
93	F00000013	F00000018
94	F00000013	F00000029
95	F00000014	F00000011
96	F00000014	F00000012
97	F00000014	F00000013
98	F00000014	F00000014
99	F00000014	F00000015
100	F00000014	F00000016
101	F00000014	F00000017
102	F00000014	F00000018
103	F00000014	F00000029
104	F00000015	F00000011
105	F00000015	F00000012
106	F00000015	F00000013
107	F00000015	F00000014
108	F00000015	F00000015
109	F00000015	F00000016
110	F00000015	F00000017
111	F00000015	F00000018
112	F00000015	F00000029
113	F00000016	F00000011
114	F00000016	F00000012
115	F00000016	F00000013
116	F00000016	F00000014
117	F00000016	F00000015
118	F00000016	F00000016
119	F00000016	F00000017
120	F00000016	F00000018
121	F00000016	F00000029
122	F00000017	F00000011
123	F00000017	F00000012
124	F00000017	F00000013
125	F00000017	F00000014
126	F00000017	F00000015
127	F00000017	F00000016
128	F00000017	F00000017
129	F00000017	F00000018
130	F00000017	F00000029
131	F00000018	F00000011
132	F00000018	F00000012
133	F00000018	F00000013
134	F00000018	F00000014
135	F00000018	F00000015
136	F00000018	F00000016
137	F00000018	F00000017
138	F00000018	F00000018
139	F00000018	F00000029
140	F00000019	F00000019
141	F00000019	F00000020
142	F00000019	F00000021
143	F00000019	F00000022
144	F00000019	F00000023
145	F00000019	F00000024
146	F00000019	F00000025
147	F00000019	F00000026
148	F00000019	F00000027
149	F00000020	F00000019
150	F00000020	F00000020
151	F00000020	F00000021
152	F00000020	F00000022
153	F00000020	F00000023
154	F00000020	F00000024
155	F00000020	F00000025
156	F00000020	F00000026
157	F00000020	F00000027
158	F00000021	F00000019
159	F00000021	F00000020
160	F00000021	F00000021
161	F00000021	F00000022
162	F00000021	F00000023
163	F00000021	F00000024
164	F00000021	F00000025
165	F00000021	F00000026
166	F00000021	F00000027
167	F00000022	F00000019
168	F00000022	F00000020
169	F00000022	F00000021
170	F00000022	F00000022
171	F00000022	F00000023
172	F00000022	F00000024
173	F00000022	F00000025
174	F00000022	F00000026
175	F00000022	F00000027
176	F00000023	F00000019
177	F00000023	F00000020
178	F00000023	F00000021
179	F00000023	F00000022
180	F00000023	F00000023
181	F00000023	F00000024
182	F00000023	F00000025
183	F00000023	F00000026
184	F00000023	F00000027
185	F00000024	F00000019
186	F00000024	F00000020
187	F00000024	F00000021
188	F00000024	F00000022
189	F00000024	F00000023
190	F00000024	F00000024
191	F00000024	F00000025
192	F00000024	F00000026
193	F00000024	F00000027
194	F00000025	F00000019
195	F00000025	F00000020
196	F00000025	F00000021
197	F00000025	F00000022
198	F00000025	F00000023
199	F00000025	F00000024
200	F00000025	F00000025
201	F00000025	F00000026
202	F00000025	F00000027
203	F00000026	F00000019
204	F00000026	F00000020
205	F00000026	F00000021
206	F00000026	F00000022
207	F00000026	F00000023
208	F00000026	F00000024
209	F00000026	F00000025
210	F00000026	F00000026
211	F00000026	F00000027
212	F00000027	F00000019
213	F00000027	F00000020
214	F00000027	F00000021
215	F00000027	F00000022
216	F00000027	F00000023
217	F00000027	F00000024
218	F00000027	F00000025
219	F00000027	F00000026
220	F00000027	F00000027
221	F00000028	F00000028
222	F00000029	F00000011
223	F00000029	F00000012
224	F00000029	F00000013
225	F00000029	F00000014
226	F00000029	F00000015
227	F00000029	F00000016
228	F00000029	F00000017
229	F00000029	F00000018
230	F00000029	F00000029
232	F00000001	F00000002
233	F00000001	F00000003
234	F00000001	F00000004
235	F00000001	F00000005
236	F00000001	F00000006
237	F00000001	F00000007
238	F00000001	F00000008
239	F00000001	F00000009
240	F00000001	F00000010
241	F00000002	F00000001
242	F00000002	F00000003
243	F00000002	F00000004
244	F00000002	F00000005
245	F00000002	F00000006
246	F00000002	F00000007
247	F00000002	F00000008
248	F00000002	F00000009
249	F00000002	F00000010
250	F00000003	F00000001
251	F00000003	F00000002
252	F00000003	F00000004
253	F00000003	F00000005
254	F00000003	F00000006
255	F00000003	F00000007
256	F00000003	F00000008
257	F00000003	F00000009
258	F00000003	F00000010
259	F00000004	F00000001
260	F00000004	F00000002
261	F00000004	F00000003
262	F00000004	F00000005
263	F00000004	F00000006
264	F00000004	F00000007
265	F00000004	F00000008
266	F00000004	F00000009
267	F00000004	F00000010
268	F00000005	F00000001
269	F00000005	F00000002
270	F00000005	F00000003
271	F00000005	F00000004
272	F00000005	F00000006
273	F00000005	F00000007
274	F00000005	F00000008
275	F00000005	F00000009
276	F00000005	F00000010
277	F00000006	F00000001
278	F00000006	F00000002
279	F00000006	F00000003
280	F00000006	F00000004
281	F00000006	F00000005
282	F00000006	F00000007
283	F00000006	F00000008
284	F00000006	F00000009
285	F00000006	F00000010
286	F00000007	F00000001
287	F00000007	F00000002
288	F00000007	F00000003
289	F00000007	F00000004
290	F00000007	F00000005
291	F00000007	F00000006
292	F00000007	F00000008
293	F00000007	F00000009
294	F00000007	F00000010
295	F00000008	F00000001
296	F00000008	F00000002
297	F00000008	F00000003
298	F00000008	F00000004
299	F00000008	F00000005
300	F00000008	F00000006
301	F00000008	F00000007
302	F00000008	F00000009
303	F00000008	F00000010
304	F00000009	F00000001
305	F00000009	F00000002
306	F00000009	F00000003
307	F00000009	F00000004
308	F00000009	F00000005
309	F00000009	F00000006
310	F00000009	F00000007
311	F00000009	F00000008
312	F00000009	F00000010
313	F00000010	F00000001
314	F00000010	F00000002
315	F00000010	F00000003
316	F00000010	F00000004
317	F00000010	F00000005
318	F00000010	F00000006
319	F00000010	F00000007
320	F00000010	F00000008
321	F00000010	F00000009
322	F00000011	F00000012
323	F00000011	F00000013
324	F00000011	F00000014
325	F00000011	F00000015
326	F00000011	F00000016
327	F00000011	F00000017
328	F00000011	F00000018
329	F00000011	F00000019
330	F00000011	F00000020
331	F00000011	F00000021
332	F00000011	F00000022
333	F00000011	F00000023
334	F00000011	F00000024
335	F00000011	F00000025
336	F00000011	F00000026
337	F00000011	F00000027
338	F00000011	F00000029
339	F00000012	F00000011
340	F00000012	F00000013
341	F00000012	F00000014
342	F00000012	F00000015
343	F00000012	F00000016
344	F00000012	F00000017
345	F00000012	F00000018
346	F00000012	F00000019
347	F00000012	F00000020
348	F00000012	F00000021
349	F00000012	F00000022
350	F00000012	F00000023
351	F00000012	F00000024
352	F00000012	F00000025
353	F00000012	F00000026
354	F00000012	F00000027
355	F00000012	F00000029
356	F00000013	F00000011
357	F00000013	F00000012
358	F00000013	F00000014
359	F00000013	F00000015
360	F00000013	F00000016
361	F00000013	F00000017
362	F00000013	F00000018
363	F00000013	F00000019
364	F00000013	F00000020
365	F00000013	F00000021
366	F00000013	F00000022
367	F00000013	F00000023
368	F00000013	F00000024
369	F00000013	F00000025
370	F00000013	F00000026
371	F00000013	F00000027
372	F00000013	F00000029
373	F00000014	F00000011
374	F00000014	F00000012
375	F00000014	F00000013
376	F00000014	F00000015
377	F00000014	F00000016
378	F00000014	F00000017
379	F00000014	F00000018
380	F00000014	F00000019
381	F00000014	F00000020
382	F00000014	F00000021
383	F00000014	F00000022
384	F00000014	F00000023
385	F00000014	F00000024
386	F00000014	F00000025
387	F00000014	F00000026
388	F00000014	F00000027
389	F00000014	F00000029
390	F00000015	F00000011
391	F00000015	F00000012
392	F00000015	F00000013
393	F00000015	F00000014
394	F00000015	F00000016
395	F00000015	F00000017
396	F00000015	F00000018
397	F00000015	F00000019
398	F00000015	F00000020
399	F00000015	F00000021
400	F00000015	F00000022
401	F00000015	F00000023
402	F00000015	F00000024
403	F00000015	F00000025
404	F00000015	F00000026
405	F00000015	F00000027
406	F00000015	F00000029
407	F00000016	F00000011
408	F00000016	F00000012
409	F00000016	F00000013
410	F00000016	F00000014
411	F00000016	F00000015
412	F00000016	F00000017
413	F00000016	F00000018
414	F00000016	F00000019
415	F00000016	F00000020
416	F00000016	F00000021
417	F00000016	F00000022
418	F00000016	F00000023
419	F00000016	F00000024
420	F00000016	F00000025
421	F00000016	F00000026
422	F00000016	F00000027
423	F00000016	F00000029
424	F00000017	F00000011
425	F00000017	F00000012
426	F00000017	F00000013
427	F00000017	F00000014
428	F00000017	F00000015
429	F00000017	F00000016
430	F00000017	F00000018
431	F00000017	F00000019
432	F00000017	F00000020
433	F00000017	F00000021
434	F00000017	F00000022
435	F00000017	F00000023
436	F00000017	F00000024
437	F00000017	F00000025
438	F00000017	F00000026
439	F00000017	F00000027
440	F00000017	F00000029
441	F00000018	F00000011
442	F00000018	F00000012
443	F00000018	F00000013
444	F00000018	F00000014
445	F00000018	F00000015
446	F00000018	F00000016
447	F00000018	F00000017
448	F00000018	F00000019
449	F00000018	F00000020
450	F00000018	F00000021
451	F00000018	F00000022
452	F00000018	F00000023
453	F00000018	F00000024
454	F00000018	F00000025
455	F00000018	F00000026
456	F00000018	F00000027
457	F00000018	F00000029
458	F00000019	F00000011
459	F00000019	F00000012
460	F00000019	F00000013
461	F00000019	F00000014
462	F00000019	F00000015
463	F00000019	F00000016
464	F00000019	F00000017
465	F00000019	F00000018
466	F00000019	F00000020
467	F00000019	F00000021
468	F00000019	F00000022
469	F00000019	F00000023
470	F00000019	F00000024
471	F00000019	F00000025
472	F00000019	F00000026
473	F00000019	F00000027
474	F00000019	F00000029
475	F00000020	F00000011
476	F00000020	F00000012
477	F00000020	F00000013
478	F00000020	F00000014
479	F00000020	F00000015
480	F00000020	F00000016
481	F00000020	F00000017
482	F00000020	F00000018
483	F00000020	F00000019
484	F00000020	F00000021
485	F00000020	F00000022
486	F00000020	F00000023
487	F00000020	F00000024
488	F00000020	F00000025
489	F00000020	F00000026
490	F00000020	F00000027
491	F00000020	F00000029
492	F00000021	F00000011
493	F00000021	F00000012
494	F00000021	F00000013
495	F00000021	F00000014
496	F00000021	F00000015
497	F00000021	F00000016
498	F00000021	F00000017
499	F00000021	F00000018
500	F00000021	F00000019
501	F00000021	F00000020
502	F00000021	F00000022
503	F00000021	F00000023
504	F00000021	F00000024
505	F00000021	F00000025
506	F00000021	F00000026
507	F00000021	F00000027
508	F00000021	F00000029
509	F00000022	F00000011
510	F00000022	F00000012
511	F00000022	F00000013
512	F00000022	F00000014
513	F00000022	F00000015
514	F00000022	F00000016
515	F00000022	F00000017
516	F00000022	F00000018
517	F00000022	F00000019
518	F00000022	F00000020
519	F00000022	F00000021
520	F00000022	F00000023
521	F00000022	F00000024
522	F00000022	F00000025
523	F00000022	F00000026
524	F00000022	F00000027
525	F00000022	F00000029
526	F00000023	F00000011
527	F00000023	F00000012
528	F00000023	F00000013
529	F00000023	F00000014
530	F00000023	F00000015
531	F00000023	F00000016
532	F00000023	F00000017
533	F00000023	F00000018
534	F00000023	F00000019
535	F00000023	F00000020
536	F00000023	F00000021
537	F00000023	F00000022
538	F00000023	F00000024
539	F00000023	F00000025
540	F00000023	F00000026
541	F00000023	F00000027
542	F00000023	F00000029
543	F00000024	F00000011
544	F00000024	F00000012
545	F00000024	F00000013
546	F00000024	F00000014
547	F00000024	F00000015
548	F00000024	F00000016
549	F00000024	F00000017
550	F00000024	F00000018
551	F00000024	F00000019
552	F00000024	F00000020
553	F00000024	F00000021
554	F00000024	F00000022
555	F00000024	F00000023
556	F00000024	F00000025
557	F00000024	F00000026
558	F00000024	F00000027
559	F00000024	F00000029
560	F00000025	F00000011
561	F00000025	F00000012
562	F00000025	F00000013
563	F00000025	F00000014
564	F00000025	F00000015
565	F00000025	F00000016
566	F00000025	F00000017
567	F00000025	F00000018
568	F00000025	F00000019
569	F00000025	F00000020
570	F00000025	F00000021
571	F00000025	F00000022
572	F00000025	F00000023
573	F00000025	F00000024
574	F00000025	F00000026
575	F00000025	F00000027
576	F00000025	F00000029
577	F00000026	F00000011
578	F00000026	F00000012
579	F00000026	F00000013
580	F00000026	F00000014
581	F00000026	F00000015
582	F00000026	F00000016
583	F00000026	F00000017
584	F00000026	F00000018
585	F00000026	F00000019
586	F00000026	F00000020
587	F00000026	F00000021
588	F00000026	F00000022
589	F00000026	F00000023
590	F00000026	F00000024
591	F00000026	F00000025
592	F00000026	F00000027
593	F00000026	F00000029
594	F00000027	F00000011
595	F00000027	F00000012
596	F00000027	F00000013
597	F00000027	F00000014
598	F00000027	F00000015
599	F00000027	F00000016
600	F00000027	F00000017
601	F00000027	F00000018
602	F00000027	F00000019
603	F00000027	F00000020
604	F00000027	F00000021
605	F00000027	F00000022
606	F00000027	F00000023
607	F00000027	F00000024
608	F00000027	F00000025
609	F00000027	F00000026
610	F00000027	F00000029
611	F00000029	F00000011
612	F00000029	F00000012
613	F00000029	F00000013
614	F00000029	F00000014
615	F00000029	F00000015
616	F00000029	F00000016
617	F00000029	F00000017
618	F00000029	F00000018
619	F00000029	F00000019
620	F00000029	F00000020
621	F00000029	F00000021
622	F00000029	F00000022
623	F00000029	F00000023
624	F00000029	F00000024
625	F00000029	F00000025
626	F00000029	F00000026
627	F00000029	F00000027
